A,B,C,D,E,F,G,H,I,J,K,L,Class
133011,134062.5,504.0162,1808.229,755.6433,336.71835,1.3428,1.4883,1.07055,1.1502,3.36615,1.0005,P
131931,133264.5,501.96585,1807.8405,761.2065,332.07435,1.3497,1.485,0.9537,1.14135,3.43845,0.9891,P
134683.5,136239,507.17505,1754.742,692.85075,373.25115,1.26375,1.4829,1.09125,1.23675,2.78445,1.098,M
128019,129351,494.46765,1784.904,737.3409,334.14345,1.3371,1.48455,0.89955,1.1361,3.31005,1.0059,P
128601,129658.5,495.5904,1749.81,718.8987,342.4101,1.31895,1.4877,1.1427,1.18755,3.14925,1.0341,P
143701.5,145401,523.87935,1922.2545,810.5511,341.814,1.36005,1.48245,1.12545,1.09965,3.55695,0.96945,P
113472,114747,465.52725,1657.6065,575.763,377.283,1.1331,1.48335,1.1277,1.1676,2.28915,1.21275,M
138708,140002.5,514.6968,1741.2705,659.55255,404.37195,1.185,1.4862,1.10475,1.29345,2.44665,1.1706,M
119689.5,120960,478.11105,1853.8035,816.4629,281.6352,1.4079,1.48425,0.8136,0.98475,4.3485,0.8784,P
95809.5,96768,427.76475,1456.347,570.9981,321.55755,1.2396,1.48515,1.1103,1.27725,2.66355,1.1238,M
129396,130546.5,497.1198,1714.347,688.94235,359.7726,1.2792,1.4868,1.1214,1.24485,2.87235,1.0824,M
104470.5,105324,446.6811,1626.477,694.4124,287.7315,1.36515,1.48785,0.9003,1.1166,3.6201,0.96495,P
124212,125416.5,487.06005,1874.4225,830.07225,289.55415,1.4058,1.4856,0.72645,0.9996,4.30005,0.8802,P
119937,121236,478.605,1752.633,742.1523,309.45795,1.36335,1.48395,0.85095,1.104,3.5973,0.96735,P
115294.5,116272.5,469.2507,1604.5995,628.61445,353.06895,1.2411,1.4874,1.1151,1.26615,2.6706,1.11975,M
190444.5,191671.5,603.0939,2215.107,938.00205,388.8774,1.365,1.4904,0.97275,1.0974,3.61815,0.9645,P
138225,139761,513.7998,1803.9105,704.0106,376.7907,1.26705,1.4835,1.09425,1.20105,2.8026,1.0947,M
126093,127767,490.734,1722.6825,675.34515,358.9443,1.27065,1.48035,1.11045,1.20135,2.82225,1.0899,M
101604,102607.5,440.51025,1485.306,549.11685,355.635,1.14285,1.4853,1.0929,1.30215,2.316,1.2033,M
116019,117502.5,470.7228,1678.0575,680.39145,327.0204,1.31535,1.4811,1.10385,1.1649,3.1209,1.0377,P
145291.5,146359.5,526.7697,1934.862,827.8743,338.42175,1.3689,1.48905,1.09755,1.09725,3.66945,0.95445,P
98079,99960,432.80145,1526.976,583.91265,325.54305,1.2453,1.4718,1.12065,1.18935,2.69055,1.1118,M
144726,146230.5,525.74355,1778.919,677.27505,410.0856,1.19385,1.48455,1.03845,1.29315,2.47725,1.16445,M
113448,114592.5,465.4779,1648.9005,662.4984,328.0749,1.3032,1.485,0.9366,1.17975,3.0291,1.0539,P
157714.5,158947.5,548.82825,1948.8015,792.2445,381.08535,1.31505,1.4883,0.9159,1.1742,3.11835,1.0392,M
100812,101856,438.79005,1671.5775,724.0314,268.63635,1.3929,1.4847,0.74655,1.02015,4.0428,0.909,P
135589.5,137035.5,508.878,1787.346,714.63645,363.8865,1.29105,1.4841,0.9372,1.2,2.94585,1.06815,M
133354.5,134976,504.6666,1812.8325,714.171,358.5117,1.29735,1.482,1.02585,1.14735,2.988,1.0599,M
100105.5,101532,437.24985,1515.6405,580.4382,332.8788,1.2288,1.479,1.08225,1.2321,2.61555,1.12995,M
98391,99004.5,433.48935,1465.2255,577.10595,327.0093,1.236,1.4907,1.1106,1.29585,2.6472,1.12665,M
150141,151204.5,535.48875,1933.392,812.42145,353.955,1.35015,1.4895,1.1436,1.13565,3.44295,0.98865,P
139069.5,140575.5,515.367,1807.026,727.9821,366.5769,1.296,1.48395,1.1199,1.2042,2.97885,1.06185,M
116874,117993,472.4541,1663.0545,680.8131,328.6827,1.31355,1.48575,1.06725,1.19475,3.10695,1.041,M
106966.5,108223.5,451.98555,1554.5085,616.01145,333.29025,1.2615,1.4826,1.1088,1.2516,2.77245,1.10055,M
166156.5,168292.5,563.32545,1973.0025,799.16295,398.67495,1.30005,1.48095,1.0401,1.2069,3.00675,1.05735,P
133344,134449.5,504.64665,1753.1085,700.227,364.95405,1.2801,1.4877,1.005,1.2267,2.87805,1.08105,P
154627.5,156114,543.4305,2047.4445,894.0738,331.63125,1.39305,1.48575,1.08585,1.04295,4.044,0.9117,P
131869.5,134221.5,501.84885,1754.832,668.4576,379.47975,1.2348,1.47375,1.11225,1.2108,2.64225,1.1262,M
138262.5,139849.5,513.86955,1811.631,728.1492,364.4733,1.29855,1.48305,1.07655,1.19115,2.9967,1.05855,M
135498,137092.5,508.70625,1746.5445,678.47715,382.85205,1.2384,1.4826,1.00665,1.25595,2.6583,1.1247,M
94362,95235,424.52115,1476.1485,595.0644,303.84735,1.2897,1.4862,0.996,1.22445,2.9376,1.0701,M
104359.5,105102,446.44365,1508.7525,586.44,341.56575,1.21935,1.48935,1.0128,1.2963,2.57535,1.14195,M
136732.5,137928,511.0185,1788.7215,715.5912,366.531,1.28835,1.48695,1.0209,1.20825,2.92845,1.07115,M
130450.5,132036,499.14135,1767.069,708.09405,355.3767,1.29735,1.482,1.04775,1.18125,2.98875,1.05735,M
98082,99027,432.80805,1477.443,578.84205,324.75165,1.2417,1.48575,1.11945,1.2705,2.6736,1.12155,M
115581,116557.5,469.83345,1644.447,659.5116,336.41595,1.29015,1.4874,0.94245,1.20855,2.9406,1.0686,M
123474,125790,485.6109,1681.9185,656.1147,362.62875,1.2501,1.4724,1.1193,1.23405,2.71395,1.11015,M
175501.5,176901,578.95005,2066.0025,851.0292,395.43255,1.32825,1.48815,1.04055,1.1625,3.22815,1.02045,P
133326,135052.5,504.6126,1709.4105,650.18205,394.00215,1.19325,1.4808,1.07025,1.29,2.4753,1.16415,M
116892,118083,472.49055,1642.2105,649.0887,345.17655,1.27035,1.48485,1.08045,1.2255,2.82075,1.09185,M
117259.5,118188,473.2326,1578.8355,606.46605,370.6539,1.18725,1.48815,1.0758,1.33005,2.4543,1.17045,M
100053,101098.5,437.1351,1544.3445,631.3455,304.67805,1.3137,1.48455,1.0689,1.1862,3.1083,1.0386,M
153124.5,154513.5,540.783,1841.841,705.4722,416.49105,1.21065,1.4865,1.05075,1.2762,2.5407,1.1499,M
83724,84621,399.8763,1418.3595,578.81385,277.32225,1.31655,1.4841,1.0581,1.17675,3.1308,1.03635,P
171265.5,172945.5,571.92045,2117.163,897.92265,366.1062,1.36965,1.48545,0.81765,1.0803,3.6789,0.95535,P
143331,144736.5,523.2036,1780.344,676.15875,405.9819,1.19955,1.48545,1.10715,1.2786,2.49825,1.1607,M
127395,128497.5,493.26105,1806.672,763.18245,319.5399,1.36215,1.4871,0.8223,1.10355,3.5826,0.96945,P
121519.5,123204,481.75215,1664.5905,637.6467,366.49365,1.22745,1.47945,1.03755,1.24005,2.60985,1.13325,M
107173.5,108261,452.42265,1558.131,585.2715,354.7419,1.1931,1.485,1.1352,1.24815,2.47485,1.1595,P
111504,112930.5,461.4726,1649.7615,673.59705,317.25105,1.32315,1.4811,1.1139,1.1583,3.1848,1.02765,P
138820.5,140136,514.90545,1821.5625,740.23635,359.74215,1.311,1.4859,0.9171,1.1829,3.08655,1.0434,M
122184,123681,483.0675,1721.2995,706.97325,331.1157,1.32525,1.48185,1.0326,1.16595,3.20265,1.02495,P
132517.5,133882.5,503.08035,1716.0975,668.88795,379.6767,1.23495,1.4847,1.12335,1.2723,2.64255,1.12815,M
124666.5,125761.5,487.9503,1746.324,723.9612,331.0161,1.33395,1.48695,0.91815,1.1559,3.28065,1.011,P
117718.5,119247,474.15795,1621.2075,609.2805,371.3139,1.1892,1.4808,1.05315,1.2663,2.46135,1.1673,M
96429,97270.5,429.1455,1542.1725,642.74475,287.1381,1.34205,1.48695,1.08315,1.14645,3.35775,1.00155,P
107595,109002,453.31155,1552.5255,603.1437,341.8815,1.2357,1.48065,1.01475,1.2621,2.6463,1.1274,M
115260,116841,469.1805,1630.878,637.46895,348.03825,1.2567,1.47975,0.9873,1.2252,2.7474,1.104,M
108702,109933.5,455.63745,1575.6345,624.4893,333.6618,1.26795,1.4832,1.07775,1.23795,2.8074,1.0944,M
91293,92230.5,417.56055,1490.4885,618.65415,282.3195,1.3347,1.4847,0.9288,1.1619,3.28695,1.01235,P
156849,158325,547.3203,2100.7485,920.1225,329.1237,1.4007,1.48605,1.1436,1.00485,4.19355,0.8922,P
112324.5,113338.5,463.1673,1603.9155,648.04125,332.86485,1.287,1.48665,1.1073,1.2345,2.92035,1.07205,P
136593,137803.5,510.75765,1807.92,731.862,358.24095,1.308,1.4868,1.11525,1.18155,3.06435,1.04685,M
128425.5,129655.5,495.25215,1856.457,806.6508,304.54005,1.389,1.48575,1.0803,1.0536,3.9732,0.921,P
139585.5,141019.5,516.3222,1868.4375,785.49645,341.0982,1.3512,1.4847,0.99195,1.13055,3.4542,0.98595,P
111598.5,112746,461.66805,1587.2475,623.6508,342.51315,1.25355,1.4847,0.9918,1.2525,2.7312,1.11045,M
110400,111259.5,459.1824,1566.8025,611.4579,345.14955,1.23825,1.48845,1.01565,1.27155,2.6574,1.1265,M
106521,107473.5,451.0434,1528.929,595.1082,343.5003,1.2249,1.48665,1.0122,1.28835,2.59875,1.13685,M
159012,160119,551.08125,1883.4405,753.3048,404.4267,1.26555,1.48965,0.99525,1.26735,2.7939,1.0974,P
145902,146929.5,527.8752,1887.432,789.59955,354.13095,1.3407,1.4895,1.13925,1.158,3.34455,1.00275,P
111783,113175,462.0495,1635.6855,659.55495,325.9137,1.3041,1.48155,1.07985,1.18125,3.03555,1.05075,M
109026,110302.5,456.31605,1592.3415,630.7302,332.0649,1.2753,1.4826,1.092,1.21575,2.8491,1.08525,M
87082.5,88095,407.81775,1407.54,560.3532,298.07325,1.2702,1.48275,1.1175,1.24275,2.81985,1.0917,P
85416,86590.5,403.89675,1365.189,494.9544,332.51865,1.11105,1.4796,1.06635,1.29585,2.23275,1.224,M
92376,94038,420.03,1494.9,598.4502,297.2079,1.302,1.47345,0.9729,1.1688,3.0204,1.05285,M
94317,95230.5,424.4199,1445.2185,561.58305,322.02645,1.22895,1.4856,1.01625,1.2768,2.61585,1.1337,M
91276.5,92418,417.52275,1534.2165,648.92835,269.43525,1.36455,1.4814,1.11525,1.09635,3.61275,0.9651,P
146296.5,147475.5,528.58845,1893.2925,776.68185,361.9869,1.32705,1.488,1.0941,1.15395,3.2184,1.0209,P
110526,112015.5,459.4443,1645.8345,659.14485,322.41525,1.3083,1.48005,1.02345,1.15365,3.0666,1.0455,M
114024,114948,466.6581,1592.8365,631.4763,346.04055,1.25475,1.488,1.1232,1.27065,2.73735,1.1085,M
124989,125971.5,488.58105,1678.0635,661.66575,363.57525,1.25325,1.4883,1.11285,1.25505,2.72985,1.1076,M
136581,138291,510.7353,1955.3265,850.8612,308.00055,1.3983,1.4814,1.01445,1.0101,4.14375,0.90045,P
113389.5,114930,465.3579,1611.7185,624.0579,349.842,1.24215,1.4799,1.0872,1.2342,2.6757,1.11855,P
113073,113979,464.70795,1641.2055,671.1888,324.2364,1.3134,1.48815,0.93375,1.18695,3.10515,1.0386,P
120282,121342.5,479.2929,1704.2145,704.46585,328.3677,1.32705,1.48695,1.0299,1.1709,3.2181,1.0206,P
169306.5,170842.5,568.6401,2084.982,873.0087,372.11985,1.3569,1.4865,0.82875,1.10115,3.519,0.9771,P
113631,114498,465.8532,1721.7075,735.92535,301.36935,1.36845,1.4886,0.81795,1.0839,3.66285,0.9495,P
149385,150697.5,534.1389,1914.873,790.4571,363.65205,1.33185,1.48695,1.11645,1.15185,3.26055,1.01355,P
117366,118425,473.44755,1597.2345,602.91765,373.7223,1.17705,1.48665,1.0821,1.3008,2.41995,1.17795,M
100383,101305.5,437.8554,1482.63,564.6204,341.99805,1.19355,1.48635,1.06815,1.2912,2.47635,1.16325,M
98461.5,99142.5,433.6446,1532.79,637.7631,296.07075,1.32855,1.48965,0.9891,1.185,3.23115,1.01985,P
96414,98544,429.11205,1503.4545,549.22215,339.95865,1.1781,1.4676,1.1106,1.206,2.4234,1.17195,M
143946,145024.5,524.32485,1804.143,719.04825,383.6472,1.2687,1.4889,1.03485,1.2504,2.8113,1.0938,M
130596,131982,499.4196,1713.579,665.28645,376.38315,1.2369,1.48425,1.1193,1.25745,2.6514,1.12605,M
123594,124702.5,485.84685,1726.464,701.3568,338.3514,1.31385,1.48665,1.08885,1.1724,3.10935,1.03905,P
89199,89923.5,412.7439,1368.228,511.04265,334.43505,1.13415,1.48785,1.1073,1.34715,2.29215,1.21155,M
137559,139453.5,512.5605,1757.0535,680.1537,388.521,1.2312,1.4796,1.05525,1.25985,2.6259,1.1304,M
130305,131536.5,498.86295,1835.985,764.6394,326.89635,1.356,1.4859,0.87075,1.09305,3.50865,0.9786,P
118288.5,119427,475.30455,1706.5515,705.0003,321.2283,1.3353,1.48575,1.12335,1.1484,3.29205,1.0113,P
120013.5,121335,478.7577,1644.2595,634.9452,362.0115,1.23225,1.48365,1.0485,1.25505,2.63085,1.131,M
127581,128731.5,493.62105,1770.741,732.1281,333.93675,1.33485,1.48665,0.86115,1.1505,3.2886,1.0113,M
160438.5,162027,553.54755,1919.829,748.75485,412.3881,1.25205,1.4853,1.09695,1.23075,2.72355,1.10895,M
107566.5,108946.5,453.2514,1599.1605,651.36225,316.608,1.31085,1.48095,1.137,1.18935,3.08595,1.04385,M
128008.5,129397.5,494.4474,1687.428,658.6233,373.7808,1.2351,1.48395,1.1205,1.2711,2.64315,1.12605,M
155278.5,156886.5,544.57335,1869.7155,726.0576,409.56735,1.23855,1.4847,1.0293,1.25595,2.65905,1.125,M
101986.5,103260,441.3387,1510.506,590.69295,331.60815,1.2414,1.48155,1.11375,1.2639,2.67195,1.1208,M
156147,157800,546.0942,1849.3425,703.39875,425.5242,1.19445,1.48425,1.0575,1.2909,2.4795,1.1646,M
117373.5,119065.5,473.4627,1641.4605,633.09795,359.69505,1.23435,1.4787,1.00335,1.23165,2.64015,1.12185,M
120226.5,121281,479.18235,1632.5235,631.3263,366.39735,1.2216,1.48695,1.09275,1.27545,2.58465,1.1385,M
109692,110554.5,457.7076,1658.9445,699.3714,301.01625,1.3539,1.4883,0.9339,1.12695,3.4851,0.98175,P
130372.5,131332.5,498.9921,1793.0955,746.0427,334.5174,1.3407,1.48905,0.89775,1.14645,3.3453,1.00335,P
117756,119319,474.23355,1775.532,767.0958,294.97845,1.38465,1.48035,1.1544,1.05615,3.90075,0.9273,P
129516,130873.5,497.35035,1746.714,709.43445,350.08095,1.3047,1.4844,1.08105,1.2003,3.03975,1.05165,M
98391,99511.5,433.48935,1526.622,612.84105,308.1402,1.2966,1.48305,0.99495,1.1937,2.9832,1.06095,M
118762.5,120226.5,476.25585,1702.0935,697.90185,327.2547,1.3248,1.4817,1.0242,1.15905,3.1989,1.0236,M
107275.5,108636,452.6379,1577.628,602.1033,341.6217,1.23525,1.48125,1.0812,1.2186,2.64375,1.1277,M
163204.5,164523,558.29895,2098.962,903.27915,345.4779,1.386,1.488,1.1517,1.04745,3.9219,0.92715,P
144436.5,145456.5,525.2175,1909.734,803.8578,345.8892,1.35405,1.4895,0.9885,1.11975,3.486,0.9801,P
149638.5,150829.5,534.5919,1960.2105,840.50655,340.47225,1.37145,1.48815,1.16805,1.10115,3.7029,0.954,P
127840.5,128994,494.1228,1721.985,659.8245,371.0412,1.24035,1.48665,1.08165,1.21905,2.66745,1.12335,M
92568,94488,420.4662,1684.011,555.34785,321.6999,1.22265,1.46955,1.0512,0.92295,2.58945,1.13565,M
110722.5,112090.5,459.8526,1591.2735,635.68575,334.24095,1.2759,1.4817,1.1133,1.2363,2.85285,1.0851,M
95860.5,96981,427.8786,1556.196,648.23505,284.1438,1.3482,1.4826,0.9444,1.11915,3.4221,0.99015,P
129054,131010,496.4625,1816.608,752.6817,330.6387,1.34745,1.47765,0.8967,1.10565,3.4146,0.9894,P
107584.5,108504,453.28935,1664.6595,708.45405,292.0671,1.36665,1.48725,1.09065,1.0977,3.63855,0.9597,P
147525,148776,530.8032,1904.3085,789.3519,357.7053,1.3371,1.4874,0.88785,1.1502,3.31005,1.00875,P
124675.5,126193.5,487.96785,1724.61,702.98265,340.18035,1.31265,1.482,1.02945,1.18515,3.09975,1.04115,P
134791.5,136414.5,507.3783,1785.1275,718.1664,359.41245,1.2987,1.48215,0.9291,1.19595,2.9973,1.05975,M
107089.5,108304.5,452.24535,1644.7995,688.81365,298.69575,1.35165,1.4832,0.9,1.11915,3.45915,0.9849,M
117910.5,118863,474.5445,1657.287,666.71715,338.60595,1.2921,1.488,1.04175,1.2138,2.9535,1.0677,M
88333.5,89301,410.7366,1429.0905,558.0255,305.1858,1.2558,1.4838,1.01685,1.22295,2.74275,1.10415,M
159679.5,161089.5,552.2367,1997.841,833.38845,368.274,1.34565,1.4868,1.13445,1.13115,3.3945,0.9939,P
142360.5,143337,521.42925,1748.127,670.90665,407.01015,1.1925,1.4898,1.1193,1.31715,2.4726,1.1658,M
104446.5,105526.5,446.6298,1602.1935,666.9963,299.8509,1.33995,1.4847,1.0695,1.15035,3.3366,1.0044,P
125253,127212,489.09675,1696.6365,666.1599,361.1613,1.26045,1.4769,0.98955,1.2303,2.76675,1.1013,M
112714.5,113586,463.9707,1548.5535,595.8168,362.0742,1.1913,1.48845,1.1106,1.329,2.4684,1.16805,M
118606.5,120003,475.94295,1634.6475,633.5151,361.086,1.23255,1.4826,1.0056,1.25505,2.63175,1.12695,M
109479,110448,457.263,1629.588,665.6277,314.7465,1.32165,1.4868,0.91785,1.16565,3.1722,1.0305,P
141936,143019,520.65135,1922.211,817.3968,332.83815,1.36995,1.4886,1.14525,1.08615,3.6837,0.9555,P
90727.5,91885.5,416.2653,1454.232,585.72255,297.35925,1.29225,1.4811,1.0956,1.21305,2.95455,1.06605,P
145872,146940,527.82105,1866.2115,770.9691,363.5874,1.3227,1.48905,1.1373,1.18425,3.18075,1.0269,P
135400.5,136441.5,508.52325,1894.6185,810.6729,322.2567,1.3764,1.4886,1.0494,1.0665,3.7734,0.94095,P
103698,104424,445.02645,1442.2965,513.5754,386.4411,0.9879,1.4895,1.10865,1.4094,1.9935,1.29975,M
121705.5,124596,482.1207,1690.044,639.66375,366.0507,1.23015,1.4652,1.09515,1.2048,2.62125,1.13055,M
117132,118282.5,472.97535,1686.882,684.02685,328.0029,1.31625,1.48545,0.99585,1.16385,3.1281,1.03725,M
118119,119271,474.9639,1751.8545,748.6149,304.35105,1.3704,1.48545,0.79485,1.08825,3.68955,0.95175,P
111325.5,112566,461.103,1630.077,638.04315,333.86865,1.2783,1.4835,1.1139,1.18455,2.86665,1.08405,M
125793,127095,490.1499,1683.5235,659.2821,365.61375,1.24815,1.4847,1.0002,1.2549,2.7048,1.11525,M
102729,103735.5,442.94235,1666.236,718.92,273.56145,1.3872,1.48545,0.84675,1.04625,3.942,0.92415,P
99951,100743,436.91235,1541.1795,636.7926,300.7518,1.3221,1.48815,0.9312,1.1898,3.17595,1.02915,P
81192,82113,393.7833,1307.187,486.01695,321.06075,1.12605,1.4832,1.092,1.34355,2.2707,1.2153,P
96705,97600.5,429.75915,1548.846,650.57145,284.5722,1.34895,1.4862,1.1133,1.13985,3.42915,0.9909,P
127794,129025.5,494.03295,1740.438,690.92985,354.37785,1.2876,1.48575,0.9762,1.1928,2.92455,1.0725,M
150073.5,152190,535.3683,1872.6555,742.20195,389.3136,1.2771,1.47915,1.0011,1.21005,2.8596,1.08195,M
98116.5,99153,432.88425,1443.045,539.2896,348.78795,1.14405,1.48425,1.0899,1.33215,2.3193,1.20405,M
122682,123772.5,484.05105,1658.9955,655.6368,358.57335,1.2558,1.4868,1.13205,1.2603,2.74275,1.10745,M
93157.5,94188,421.803,1479.555,585.64605,304.73745,1.281,1.48365,0.9936,1.2033,2.8827,1.0803,M
139521,140892,516.20295,1870.0005,778.9389,343.76535,1.34595,1.48545,1.13085,1.12815,3.39885,0.99405,P
122230.5,123328.5,483.15945,1704.744,702.90435,332.7936,1.3212,1.48665,1.1307,1.1892,3.16815,1.0311,P
124680,125820,487.9767,1647.6315,623.62275,382.61685,1.18455,1.48635,1.0953,1.29855,2.44485,1.17375,M
174364.5,176607,577.0716,2159.184,931.89495,358.99485,1.3842,1.48095,1.11885,1.0575,3.8937,0.9288,P
122224.5,123561,483.1476,1750.3545,724.05465,323.38035,1.34205,1.4838,1.10595,1.128,3.3585,1.00095,P
116121,117046.5,470.92965,1715.7585,728.9697,304.96005,1.36245,1.48815,1.06035,1.11525,3.5856,0.969,P
131364,132715.5,500.886,1737.936,689.66955,365.5578,1.272,1.4847,0.96045,1.2297,2.8299,1.08945,M
103207.5,104208,443.9727,1572.771,640.87875,308.83125,1.3143,1.4856,1.1679,1.17975,3.1128,1.0392,M
110632.5,112296,459.6657,1640.928,657.81525,323.2161,1.3065,1.4778,0.88785,1.16175,3.0528,1.0482,M
108615,109530,455.45505,1511.187,569.67045,365.14335,1.1514,1.4874,1.1271,1.34475,2.34015,1.19925,M
126493.5,127485,491.5128,1709.8365,692.87055,350.64525,1.29375,1.4883,1.0185,1.2234,2.964,1.0641,P
117186,118444.5,473.08425,1648.2525,652.2213,344.0361,1.2744,1.4841,1.06155,1.21965,2.8437,1.08795,M
107434.5,109063.5,452.9733,1629.678,647.49525,321.4764,1.302,1.47765,1.08885,1.14375,3.02115,1.0494,M
108460.5,109377,455.13105,1565.4375,612.23745,339.4356,1.2483,1.4874,0.9984,1.25145,2.70555,1.1151,M
101943,102705,441.24465,1508.5365,599.73795,326.1012,1.25895,1.4889,0.9843,1.2666,2.75865,1.10355,P
114994.5,116011.5,468.6399,1608.99,625.98315,353.0973,1.23855,1.4868,1.1013,1.25595,2.6592,1.1229,M
116418,117646.5,471.5316,1740.54,730.36545,306.43905,1.36155,1.4844,1.09485,1.0866,3.5751,0.9684,P
101502,102489,440.28915,1648.554,715.5693,271.57965,1.3878,1.4856,1.13325,1.056,3.9522,0.92295,P
134064,135264,506.0073,1738.6155,684.6252,375.3903,1.25445,1.48665,1.09395,1.254,2.7357,1.10865,M
101671.5,102751.5,440.65665,1495.584,581.13795,335.60205,1.2246,1.48425,1.0947,1.2852,2.5974,1.13745,M
127626,128764.5,493.70805,1804.9425,759.9408,322.1232,1.35855,1.4868,0.8664,1.1076,3.5388,0.97455,P
150444,152254.5,536.02875,1953.423,818.565,353.38875,1.353,1.48215,1.02285,1.1148,3.47445,0.9822,P
94075.5,94978.5,423.87615,1496.2185,608.31045,297.0222,1.30905,1.48575,0.90495,1.18815,3.072,1.0452,P
155020.5,156495,544.12065,2042.1045,894.52035,333.8544,1.39155,1.4859,1.03725,1.05105,4.0191,0.91245,P
146871,148390.5,529.62525,1928.9655,815.47335,344.76795,1.3593,1.4847,1.1391,1.116,3.54795,0.97425,P
142314,143559,521.3442,1778.088,669.04365,407.79075,1.1892,1.48695,1.101,1.27275,2.46105,1.1688,M
114810,115695,468.2637,1712.376,724.3341,303.3159,1.36215,1.4886,0.82185,1.107,3.58215,0.96975,P
116916,117648,472.539,1608.219,639.8694,350.5647,1.2549,1.4907,1.00155,1.27815,2.73795,1.10775,M
145402.5,147106.5,526.97085,1802.8455,674.27595,414.32055,1.18335,1.4826,1.05855,1.2648,2.4411,1.17225,M
109323,111216,456.9372,1569.6945,610.9095,343.2636,1.2408,1.4745,1.0035,1.25445,2.66955,1.122,M
118617,119710.5,475.9641,1733.7195,731.3952,310.1682,1.3584,1.48635,1.12305,1.11585,3.53715,0.9762,P
146451,147717,528.86745,1736.352,624.11445,450.86655,1.03725,1.4871,1.0785,1.3734,2.07645,1.2711,M
113229,114790.5,465.0285,1792.875,773.3166,282.0432,1.39665,1.4796,0.8886,0.996,4.1127,0.90195,P
163431,165142.5,558.6861,2129.6295,930.1452,336.75555,1.3983,1.4844,1.1109,1.0188,4.14315,0.9009,P
131469,133021.5,501.0861,1763.55,704.50095,357.89925,1.29195,1.48245,1.03875,1.1952,2.9526,1.06695,M
104275.5,105739.5,446.26395,1589.307,644.76105,310.2375,1.3149,1.4793,0.99345,1.1673,3.11745,1.03815,M
130896,132054,499.9929,1738.0455,695.73585,360.8664,1.2825,1.4868,0.9873,1.2252,2.892,1.07805,M
165444,167013,562.1163,1915.0335,749.0472,423.87885,1.23675,1.4859,1.09635,1.2756,2.65065,1.1256,P
132325.5,133618.5,502.7157,1732.0035,680.9868,373.42185,1.2543,1.48545,1.0848,1.24725,2.7354,1.1073,P
131398.5,132679.5,500.9517,1722.3615,672.37965,374.33625,1.24605,1.48545,1.11495,1.25235,2.6943,1.1175,M
117829.5,118954.5,474.38145,1740.909,732.69075,309.44655,1.3596,1.48575,0.8175,1.0992,3.55155,0.97125,P
110118,111247.5,458.5956,1580.4555,629.5503,336.0636,1.2684,1.4847,0.9723,1.2465,2.80995,1.0926,M
137529,138768,512.5047,1941.636,851.406,309.7056,1.39725,1.48665,0.9756,1.0314,4.12365,0.903,P
116689.5,117982.5,472.08105,1668.0195,677.93715,330.291,1.30995,1.4835,0.9819,1.1859,3.07875,1.04445,P
136737,137898,511.0269,1746.717,684.54795,382.4781,1.24395,1.4874,1.0194,1.2672,2.6847,1.11975,M
142717.5,144120,522.08265,1760.0835,666.21375,410.0448,1.18215,1.48545,1.12215,1.3026,2.43705,1.17555,M
88888.5,89787,412.02495,1397.0445,536.8335,318.0762,1.2084,1.485,1.0875,1.28775,2.5317,1.15125,M
125298,127006.5,489.18465,1799.3925,754.87335,320.6502,1.35795,1.47975,1.0686,1.0941,3.5313,0.972,P
109069.5,110004,456.4071,1559.0625,602.72055,346.79835,1.22685,1.48725,1.02915,1.2687,2.607,1.1358,M
89652,90438,413.7906,1439.586,582.46665,295.16445,1.29315,1.48695,1.08315,1.2231,2.9601,1.0656,M
